"","Comp01","Comp02","Comp03","Comp04","Comp05","Comp06","Comp07","Comp08","Comp09","Comp10"
"903",0.188182245405689,0.00740428168373658,-0.0239862476555572,-0.0211623988672327,0.016986024921163,-0.00301162655150688,0.002510701878137,-0.0191617516362266,-0.0261861515454489,0.0141144737697059
"913",0.189739287130161,0.0103638259559171,-0.0267894014133178,-0.0181267015580522,0.0134616568054408,-0.00250130729971447,0.0111525930231415,0.006633116464158,-0.0293193848607874,0.00732660227138507
"924",0.196169249774268,0.00516701743942828,-0.0257071163642272,-0.0345611748291355,0.0180807020060565,-0.00214252899521295,-0.0171248914126384,-0.0592565791626316,-0.0398049938407866,0.016758251614266
"934",0.167658126645546,-0.00789021586124498,-0.0213214219431855,-0.0426154068561391,0.0288451953351001,0.00348228660054235,-0.0525365815593221,-0.150738547330236,-0.0341947333951555,0.0299781932034752
"945",0.184379224792994,0.00931298604844653,-0.024953379980108,-0.013489304483544,0.0189353115123212,-0.0104612686731436,-0.0110001220134572,0.00179693069529665,-0.0259777149634035,0.0199794160697689
"956",0.187910063174351,0.0174456232041095,-0.0296068189300885,0.00355000621804341,0.0155123012826242,-0.0131130459488445,0.0117799092064432,0.0810177673113421,-0.0161201629384666,-0.000795159574850312
"967",0.189986688135043,0.0207714901796511,-0.0349488101470042,0.000921522450843086,0.0133963709222973,-0.0138500652092134,0.0156896440899629,0.100083222705849,-0.0203824400463418,-0.0211725676122941
"977",0.189687805908909,0.0178854625702202,-0.0360981728310287,-0.00973972604026149,0.0167938357675527,-0.0147008278353742,0.00533402108476969,0.0612945345157033,-0.0238210624482382,-0.0215877744957406
"979",0.192932737693581,0.0114009789801225,-0.0345089770507284,-0.017718994595845,0.0248815634454432,-0.0109896541939016,-0.0160210508777855,0.00348785076591552,-0.0251708983992886,-0.0190715656317986
"989",0.194725857901705,0.0136204553010959,-0.0347489099532371,-0.0163688468986885,0.0225744229916691,-0.0150256720876049,-0.00922340867872431,0.022894274957478,-0.0265293360050767,-0.0213684811791133
"999",0.195060452687181,0.0142328753855384,-0.0355429124997682,-0.0200451601816605,0.02182900397905,-0.0193192472961574,-0.00855301572394911,0.0149167156139126,-0.0308301568522294,-0.0215504249283221
