,Comp01,Comp02,Comp03,Comp04,Comp05,Comp06,Comp07,Comp08,Comp09,Comp10
674,0.006321670806232967,0.019734379770088264,0.0051698911778113605,0.00025288809075739676,0.0002936340886676676,-0.00306358906904218,-0.0028956224795259693,0.0009048061160563524,-9.533676310436111e-05,-0.0013177379980793403
684,0.007016110367498294,0.020486722402671412,0.005279837962419388,0.0004905578259710376,-2.2748506372216964e-05,-0.003224673751039464,-0.0026563903217481726,0.0008666195499498468,-0.0004789187860577158,-0.0013949650481009177
694,0.010376040249904453,0.022551472054075625,0.005372534535936577,0.0009581662651279938,-0.0019196196372629442,-0.003027065601666955,-0.001728519814839268,-0.00021963577873651723,-0.0011961779655286094,-0.0008048575753685681
704,0.01787469726348186,0.024539121680749287,0.0029227443509276183,0.0010945992674334366,-0.005073350220626643,-0.0008866232913510422,0.00022129703100225704,-0.001900463547558429,-0.0016859547236342065,0.000264513401691938
714,0.029032611424259107,0.022024174954385155,0.004349537574954869,0.0002628657921800046,-0.00750313332080119,0.00198756873695229,0.002581413947666885,-0.002301502620826656,-0.0011575493546529467,0.000693073875415744
724,0.0441912064624296,0.01623141559214007,0.006928638780687424,-0.0013620577026711841,-0.008227039816598399,0.004749056945424565,0.005815992312000542,-0.0014339234239899663,-0.001508946617372694,0.0004980120272006275
734,0.061494870544284,0.013188434181124448,-0.0067032251439223004,-0.0046846472373786125,-0.006215162999156854,0.0049262393103955545,0.0065658384696288775,-0.0008512064576886551,0.0006582114094367886,-2.9512261153651325e-05
744,0.07554500416940414,0.004915672299858536,-0.007945646538311682,-0.008072037322108634,-0.0035270299572149155,0.0037034941242067828,0.004080868927282047,0.0004941702843461003,0.0018593841880599877,-0.0002211817999663585
754,0.0844698737224142,-0.0032520871207351097,0.0008545862388220799,-0.009101619711312875,-0.0014633530407321034,0.0026732331275167655,0.002774289745125606,0.0017202963185918051,0.001094152593646032,-0.001199585832029145
765,0.08797716741423617,-0.005653784693844129,0.0013856401064162667,-0.008430607444050546,0.0015702670985911892,0.00035869665996211223,0.0030343931868242234,0.003725623399550052,-0.0016919075751115082,-0.002163166301215813
775,0.09647401982369926,-0.0014535880964854618,-0.013815931835832598,-0.010260644252578024,0.0006473808011295628,-0.0015984653153311523,-0.0002766753796291795,6.213454527363118e-05,0.001868211226583241,0.0005355843573331483
786,0.09132043023800604,-0.004051507158615918,-0.005993807881701953,-0.00892852281326585,0.0008253625287979085,-0.0002496996913605101,-0.00045226312688392026,0.0019506114059635446,-0.0009973534020261915,0.00014505224070880476
796,0.09314035531904004,-0.0045672541108121145,-0.005362165760405219,-0.00844490831209205,0.0006489167113724331,-0.0005332746861024789,-0.0011791847839303757,0.001097392742745541,-0.0006598382412931212,9.26385788628176e-05
807,0.0964614459534422,-0.0069250022958164455,0.0008258337501535425,-0.007444373349118735,0.0004056940310276593,-0.0008206524912601174,-0.0010828310061235607,0.0006829114564569991,-9.347754374878206e-07,-0.00013277697144691044
817,0.09403306399623472,-0.005691017056962247,0.00048815318267339015,-0.0061049587404959265,0.000410223914849535,-0.0014897521920473476,-7.55197034515265e-05,0.0016153217544029412,-0.0029669734767297767,0.0006149804650339378
828,0.09746643835314504,-0.0035426496829508228,-0.006544608287387235,-0.005281528390045235,0.001163816306273662,-0.0022710513974518354,-0.00021259768051451363,3.143577830307688e-05,-0.0005680670795583252,-0.0005386050437389331
839,0.09786251165513714,-0.0025801070945382534,-0.009533566932531896,-0.004514158357857629,0.0014636229553344961,-0.0012255321570189643,-0.001390302273156537,-0.0010758655109087212,0.0002516789299452279,-0.0008078053688857448
849,0.09636935553434514,-0.0035814714371438404,-0.006394754654641796,-0.003941628990070378,0.0011581670392950482,-0.0003332414493333586,-0.0023563179778473653,-0.0009492402737971532,-0.00037407936965129843,-0.0003083158098480944
860,0.09564126994654722,-0.0040704925059272265,-0.0047424860194448405,-0.0032145389202666904,0.0009249519843143388,-0.00027174778066276075,-0.0029561492648638795,-0.0014371505975797761,-0.00012278094990387215,-6.114527170731895e-05
871,0.09473310573669881,-0.00437064255282091,-0.003365965796588051,-0.0023074345361401775,0.0007880487532659131,-0.00023794501688684052,-0.003159357838182513,-0.0019594137813049553,0.00030763996501826724,-8.344204565837528e-05
881,0.09745455059298241,-0.005760426564004644,0.00040666684240846403,-0.0013434321778734305,0.0005624500201342596,-2.008858316948565e-05,-0.003385491299380093,-0.0023925313207818545,0.0007956339449071487,-0.0001546505537118842
892,0.09890253900292562,-0.008134454249466842,0.00819966871772712,-0.0003053376870041192,-0.0002736649730371048,-0.0001287083437858026,-0.0032770261226714795,-0.002073972900477286,0.0001758596285417489,0.000631471986838404
903,0.09774224738889888,-0.0076297789103924405,0.010154534902938772,0.0011295837187731326,-0.0005889669687542445,-0.0012542290856400874,-0.0017456380352801905,-0.0014040632569734695,-0.002321897222881316,0.00145162482433995
913,0.09631834505437632,-0.00409298772742296,0.0022986127733955193,0.0020621932143529407,-0.0005314297032326845,-0.0017641775435512635,-0.0018302060535575657,-0.0024709021798445694,-0.0014964335216783417,0.001672802383381468
924,0.10440424640611524,-0.013022931463333623,0.02402033150437193,0.0043398779331196655,-0.000834670746082869,-0.0007670486960357117,-0.0013062343328496529,-0.0031627118605022262,0.0033907515638072977,-0.0006104911431672988
934,0.09710568166548789,-0.020173850508287187,0.0504866496970405,0.006390480819407004,-0.0016576183210578587,-0.002593514504082643,0.004133912513646416,0.001997411793634832,-0.001344908589316642,0.0011052265935723427
945,0.09476925290535858,0.0008448438493640454,0.002743783318075996,0.009511123761128924,0.0014168533302053282,-0.009422872765402684,0.007476368912337955,0.000978788032274576,0.004130941868291433,0.0001384212517978244
956,0.0878611064751028,0.012446603627322726,-0.021968339637390033,0.012088415098641626,0.003616732904139208,-0.006776581034739542,0.00772719116716789,0.0005773601030387511,-0.0013773539162184483,-0.0005531772441299698
967,0.08448438314535875,0.014762155308320002,-0.026883071637075207,0.011431252922937387,0.0018535027004918851,-0.0005059738903273112,0.0012893381110864607,-0.0010763922866418474,-0.0009877759660094773,0.0015173773985297653
977,0.08556129432738209,0.009751419654447573,-0.01417840655859806,0.011153198220327714,0.0006158347869320357,0.002827499819728135,-0.0015503547992646455,-0.0007008812767051442,4.6186976507197574e-05,0.0011364158216337953
979,0.09229324768538537,0.0029621712518113795,0.003515100573408471,0.013030930868393607,-0.0002834354882813092,0.006411526223366883,-0.0018155188193350268,0.002822253072102569,-0.0013026142683514796,-0.000466930735459358
989,0.09104808786378202,0.004504446287788195,-0.0018342344683318342,0.012447661703204627,0.00016577067790370342,0.0063863331083931765,-0.003208084766377813,0.0025000111102257932,0.00035777542572072127,-0.0008512164321504369
999,0.09115159659929287,0.0027951552903809013,0.0009692713679419473,0.012221225676385363,0.0001230730336122514,0.006411956329057217,-0.003862957008182965,0.0016411015812896569,0.00215695745243157,-0.0015854182864807674
