"","Comp01","Comp02","Comp03","Comp04","Comp05","Comp06","Comp07","Comp08","Comp09","Comp10","Comp11","Comp12","Comp13","Comp14","Comp15","Comp16","Comp17","Comp18","Comp19","Comp20"
"407",0.0166401138025668,0.00801463886318847,-0.000950896129441387,-0.00647102005881707,0.00554403068206964,-0.0047418290176169,-0.021829078547093,-0.0132514876809358,-0.00470568016687864,0.00232865625886626,0.103388190756176,0.0211731714137618,-0.017032933890174,-0.02916802623836,-0.0649675372531866,-0.299776988014344,0.652352956134843,-0.314310989415254,0.217405776252539,0.167112451793296
"416",0.0118657245069483,0.00404965191214499,-1.13587623669586e-05,-0.00420565819455175,0.00568846504229946,-0.00369790443501883,-0.0173987918741346,-0.0147458262954106,-0.00266263654715191,0.00245114593695186,0.0722851652038431,0.0311120683879333,-0.0177051465576561,-0.0297572385982152,-0.00284688403835062,-0.203044332416241,0.578572621498389,-0.311688155918226,0.184621101298226,-0.05942850884482
"424",0.00998194366776541,0.00222702780662391,-0.000202003923913556,-0.00511885346163125,0.00551323743377482,-0.00338896269607276,-0.0174321016253172,-0.0205262249785684,-0.00260802948016607,0.0022290758525947,0.0652407028784358,0.0319498547137378,-0.0176415648377553,-0.0332480975680879,0.0503337653903469,-0.168877185398352,0.519663426379627,-0.292899370243602,0.130352572085877,-0.102535962331332
"431",0.00844484821896534,0.00139785690958657,-0.000571314158850506,-0.00338821548298176,0.00377721275760802,-0.00510903445048268,-0.0150719575587524,-0.0156815759012717,-0.00171456716871544,0.0015001998857173,0.0295013998046398,0.0575272479120833,-0.0351381233753123,-0.0261083802997906,0.0758257758704786,-0.160905160892611,0.376724315808286,-0.205249794259746,0.236854123303761,-0.17417398735397
"439",0.0102246340279971,0.00258544129772323,-0.00145697426252135,-0.00602177295451431,0.00380783404913903,-0.00377955415374254,-0.0118498397434047,-0.0196719311126073,-0.00266104006200953,0.00183090784744285,0.0457905106191008,0.0649472273434835,-0.0289838122892504,0.00726085685238722,0.0763178175264189,-0.176863765804342,0.360776245940477,-0.178599723924462,-0.0146839062338615,-0.0339774332801684
"446",0.010830800252473,0.0041163769934882,-0.00186092634605471,-0.00438747080942768,0.00301450792209233,-0.00500755078537659,-0.0107558197734129,-0.0151966985224089,-0.00425078257691365,-7.11381594047058e-05,0.0312799753779249,0.0861666229295581,-0.052934198502516,-0.0208548862555792,0.0846298882837676,-0.196786657674158,0.352722683784881,-0.150730473965694,0.0107260450630293,0.0801653317805118
"453",0.0099611674726064,0.0035952942183622,-0.00223773337553539,-0.00386466236876431,0.00264069861288941,-0.00606471945247193,-0.00946017574482577,-0.0150808655648708,-0.00385745378407542,8.26476011856317e-05,0.0178529133898582,0.0936944939067954,-0.0598951660177498,-0.0114571730796999,0.0969433079119307,-0.181482109453161,0.302974852153232,-0.131778710213629,0.0355938895299075,0.0238890798821421
"461",0.00880807928354785,0.00308081259980433,-0.00247073980577824,-0.00287556273181011,0.00240671305152914,-0.0073194182400468,-0.00893087623010995,-0.0141941844942343,-0.00279919152621861,1.44125882351168e-05,0.00206566395067637,0.104257476786367,-0.0631303692899845,-0.00357476558367756,0.112893626826755,-0.15858027224469,0.283680335097665,-0.0971029856147207,0.0653310132447545,-0.0380946608641666
"468",0.00728761510966941,0.0018550094178776,-0.00295805581806815,-0.00262676174323966,0.00192947333675735,-0.00764447234561313,-0.00718039058236026,-0.0140567173849329,-0.0010712972976396,-0.000540866618532169,-0.00529280586910639,0.116449376253759,-0.0607638285297543,-0.000297112101718671,0.119542574216364,-0.146731941987655,0.202771288650141,-0.130486611455706,0.170538447859497,-0.156753617025829
"475",0.00792232183140407,0.00200757648185772,-0.00318032120326855,-0.00388237074142989,0.0020804541581959,-0.0079810814690501,-0.00927423458752183,-0.0190632791528715,-0.00282424437073002,-0.000474651874620973,0.00710031740832644,0.0941885815577808,-0.0622749232002938,-0.0100339255359674,0.124747754900476,-0.158485241429193,0.230839022862474,-0.122924098207046,0.0214152592804073,-0.0408753492302639
"483",0.0085980424313295,0.00292620162350549,-0.00377344023438959,-0.00358922153538237,0.00176970107360109,-0.00841028389663964,-0.00663925058988671,-0.0151653858194328,-0.00287193787188159,-0.000738969207780846,-0.00441896999892492,0.109544529040651,-0.0719816793673924,-0.00634519273478721,0.13054001701019,-0.153889917248643,0.179646389980815,-0.0984558875246829,-0.0415353073534832,-0.0414011368764672
"490",0.00825725251884777,0.00183189771303078,-0.0039398086729052,-0.00519331137927696,0.00227940609045935,-0.00902181195258006,-0.00836495895827334,-0.0224402091200466,-0.00307666680433446,-0.000263366885310747,0.0113538919938154,0.0958397072618854,-0.0651542871957214,-0.00636025430460384,0.122313242603778,-0.149189095126674,0.225876970467137,-0.115301821117359,-0.0129204128976808,-0.0221098036510101
"497",0.00830181575659974,0.0024406777773523,-0.00479989501202252,-0.00426403126105948,0.00133033509756935,-0.00913618255001518,-0.00565214819090435,-0.0173818892328534,-0.00320035010727827,-0.00128090316512632,-0.00994942741843867,0.120121020797711,-0.0781111508520396,-0.00887583377350436,0.136594374821211,-0.152869242286347,0.128503615723585,-0.0822111440313395,-0.0598400118509469,-0.0355253653551376
"505",0.00932288595011528,0.00214413998150754,-0.00529410584368299,-0.00545767766606315,0.00203839732510305,-0.00932023963761741,-0.0061600211618858,-0.022629045573859,-0.00310806268843505,-0.000590301894348027,-0.000718534595729385,0.126423008101961,-0.0792147431850131,-0.0087259877152895,0.135700192292006,-0.133628365259173,0.168612633483035,-0.082925074259921,-0.0984202301261489,-0.0297022098674075
"512",0.0105672083919054,0.00259185033216254,-0.00595419364005696,-0.00468709269172764,0.00145061066984446,-0.00934301931225062,-0.00284475272291,-0.018792811191315,-0.00247572475913426,-0.000596649903552462,-0.0196754680132253,0.155350420170873,-0.0922340499768564,-0.0100050849438155,0.137651145770191,-0.122615788244495,0.0948887846971488,-0.0430687004059771,-0.106061617626153,-0.0788604062010335
"520",0.01198643747535,0.0013674208616586,-0.0063021558579174,-0.0052968883194525,0.00219453068407095,-0.00916446507338795,-0.00273232987849632,-0.0253035096925224,-0.000849361622889435,-3.06784080396041e-05,-0.00915143489234359,0.162896870960561,-0.084853991657883,-0.0323213289080895,0.118648252724726,-0.0701367284731532,0.137631906353348,-0.0196850710430486,-0.108517819338414,-0.0749324054747787
"527",0.0156955296662339,0.00177085327057997,-0.00715809444415235,-0.00543151893534107,0.00235143600510556,-0.00925473630953826,-0.00133544771792687,-0.0272648928711556,4.81553395720987e-05,0.000230224592817278,-0.0130220534041191,0.201335089072455,-0.0906214095035195,-0.0549717430241603,0.102902161363093,-0.043848125613747,0.131308450782264,0.0236748269884514,-0.2092812372644,-0.0281911255466949
"535",0.0199217789822942,0.00194005928310381,-0.00797683040444575,-0.00655708517595524,0.00329863611829045,-0.00904616441346226,-0.00138384932080566,-0.0321934613125669,0.000358005716377796,0.00141922269903321,-0.00356315514644451,0.228476624268012,-0.0885775764066555,-0.0734984637775583,0.0786217021067605,-0.00790118950719144,0.152366610232673,0.0386569141029432,-0.289956575873953,0.025476342855121
"543",0.0228899082881008,0.00205838930300784,-0.00863766442266208,-0.00730546814500035,0.00386155438053609,-0.00871264143390615,-0.00192650174359726,-0.0359516784437363,0.000415398145222073,0.00212509018839237,0.0115184110216182,0.238757539221969,-0.0865743924911979,-0.0892758726405932,0.0570656647357385,0.00586758605913115,0.133297077358937,0.0219809843054749,-0.320327330160777,0.089033067034955
"551",0.0244358246144657,0.00266568083950508,-0.00931557712906734,-0.00732683176289789,0.00376254002722517,-0.0092451070633033,-0.000970531305584213,-0.0348592976346096,-0.00106774137528119,0.00219128841099221,0.0017981392058907,0.25405592601037,-0.0921118200838558,-0.0820352619135409,0.0419241568170385,0.0279025615414896,0.117272087256286,0.0728018732213325,-0.312373327408101,0.114063960385962
"559",0.0244015881582595,0.00262130225296966,-0.00997361695269514,-0.00747841193848265,0.00366614564832026,-0.00993387234348537,-0.0010530339027928,-0.0350139393132085,-0.00129096824482935,0.00225891167238041,-0.00401443202221703,0.259162314597368,-0.0977351624287762,-0.0755954153311066,0.0464062117192824,0.0370600022318702,0.0877746749309132,0.0927600890969836,-0.320788999580887,0.106683254440537
"567",0.0234757902191179,0.00275003624067549,-0.010818492547853,-0.00829179945068824,0.00324287220160082,-0.0108829939730623,-0.000668377509095588,-0.0355101818168084,-0.002627976610099,0.00204102381454656,-0.00708122559103831,0.255814567683665,-0.106706496291533,-0.0630750786913849,0.0525249616671334,0.025428766551946,0.0502921236403056,0.113316119045603,-0.295852847775652,0.119917601793839
"575",0.0228524290912687,0.00357668594774453,-0.0119443518727929,-0.00866689136213266,0.00279072073231437,-0.0119051355713355,0.000805813918289361,-0.0320677054671548,-0.00425364251778802,0.00162044461007914,-0.0146216347093127,0.254696970593882,-0.124462326445141,-0.0292137287875614,0.0583304902986157,-0.000722077993829853,0.00195845656691073,0.122982682044724,-0.231477062303743,0.106624136115251
"584",0.0217291577470986,0.0035910419928102,-0.0127721751225985,-0.00941709815735681,0.00261080081700792,-0.0124407609215853,0.00177430487017698,-0.0312418106201244,-0.00544721074542641,0.00165751227510905,-0.0162315414270834,0.248500690022607,-0.135173007998857,-0.0036359139833086,0.0667325070730536,-0.0105851149880298,-0.0437917285129809,0.127213371797378,-0.176557347149029,0.0852399227925408
"592",0.020706512685217,0.00363522511510944,-0.0135199997590285,-0.0093464078802003,0.0023259399942869,-0.012533243169607,0.00264444549959775,-0.0292889125737851,-0.00569332276416892,0.00106208728992038,-0.0245385925092857,0.248182898194506,-0.145480333739437,0.00863479653815686,0.0693022341995112,-0.0146706864515393,-0.0597856948896572,0.117333814559749,-0.0551016409184944,0.0147707138319877
"601",0.0215465789177318,0.00406970665744644,-0.014572114365045,-0.0101284075832956,0.00229178563517843,-0.0134310324209934,0.00381034128145746,-0.0293125671251858,-0.00664086886422336,0.000892429993457579,-0.0257410520463311,0.252371603133077,-0.153407599092272,0.0308947452018883,0.0670845432252119,-0.0262833664024922,-0.078801175112935,0.104180619885512,-0.0722596863811385,0.0426100476925573
"610",0.0211290284612103,0.00376580510210036,-0.0151289012377752,-0.0108993404210482,0.00242889347539737,-0.0138062929941589,0.00415615500456504,-0.0311488961168846,-0.00748501899643207,0.000730483214242882,-0.0191724139268261,0.235654073001865,-0.155812505339482,0.0464835829361759,0.07213082955917,-0.026670462407618,-0.0959018393193883,0.0901080458556671,-0.040595745375144,0.0402185781481886
"619",0.0204362000474894,0.00371068946510108,-0.0157839561626506,-0.0116427502057892,0.00235384158641687,-0.0142441552571596,0.00449869217910489,-0.0319807139718818,-0.00863751965055253,0.0003613034089315,-0.0161915527743932,0.222967938339522,-0.161090020413702,0.0619846075270579,0.0777739127463817,-0.0353061844246539,-0.113670353489218,0.0795259343729253,0.00580876624765862,0.0430773403232931
"628",0.0209679843694919,0.00411387530239741,-0.0166367602497373,-0.0120013810110046,0.0023311987702325,-0.0147155101464428,0.00565736362278027,-0.0304941822945293,-0.00939399261726741,5.2801692805648e-05,-0.0202441199286713,0.225670659772823,-0.171488263307044,0.0834509428652196,0.0804446026629607,-0.0443205654599444,-0.148978688736058,0.0755069436206497,0.0546557828969782,0.0285599432730157
"637",0.0211612819264212,0.0044205788511298,-0.0173756347434452,-0.0124228547286003,0.00198835935859697,-0.0149361881072712,0.00627258247363191,-0.0301380519348059,-0.0103738449203345,-0.000437263406370001,-0.0219616012463255,0.227417647731482,-0.179528499092489,0.0956943964256305,0.078753013170567,-0.0554817889170891,-0.182128213366086,0.0673645390510766,0.0792950982701184,0.0240956466881002
"646",0.0203513577237993,0.00427852036862598,-0.0172450029037799,-0.0127664558896759,0.00195265934080901,-0.0149063292168053,0.00604321041098328,-0.0306613539183328,-0.010959065060594,-0.000273568710271186,-0.0194883690892914,0.218641748026566,-0.179942707164371,0.113082248599628,0.0930943200893322,-0.0588109877856882,-0.218462505353938,0.042217626702779,0.127839324455752,0.0271432733785409
"655",0.0190453736581767,0.00403830038175069,-0.0169982689405315,-0.0127090565123454,0.00194441421310503,-0.0149371533952384,0.00589752263922771,-0.0316004940859755,-0.0105173229071256,-0.000405440516110196,-0.0191307959927335,0.206729770712611,-0.178134792530259,0.122457827119194,0.107326059239233,-0.0665303450723774,-0.230214303405166,-0.00429507950118166,0.165349933715401,0.0142659884043114
"665",0.0186096691729633,0.00390431737907138,-0.0171207809953801,-0.0131262839425621,0.00174965067152529,-0.0155104976451755,0.00599486896166267,-0.0321784397105406,-0.0116262529748775,-0.000459849227478848,-0.0198888631774795,0.19940078238003,-0.181331010347963,0.140212008696714,0.120260621500007,-0.0829820373150246,-0.242716643279261,-0.0272525656137345,0.154991936328295,0.0602600487177228
"674",0.0181978246561147,0.00367806254322306,-0.0166962177934907,-0.0131975986424569,0.00194366701744414,-0.015230682552729,0.00570943471582383,-0.0328827839838747,-0.0116383068471542,-0.000224275005965932,-0.0173678167922602,0.193060552171836,-0.182429396306789,0.152132956903845,0.133999802500153,-0.0807340690669594,-0.2580531490316,-0.0500974896041164,0.167924324140243,0.0523514335505295
"684",0.0199069623413839,0.00384223711520136,-0.0180598146838848,-0.0134084593068094,0.00239823543298295,-0.0154332396553352,0.00698877612365639,-0.0334203637032223,-0.0117712759770897,-0.00064179647312346,-0.0189691233967637,0.205967224441506,-0.191597236618669,0.161938123659577,0.123790711587482,-0.06498764527661,-0.261480241706402,-0.0293966175607554,0.188984986330388,-0.000139111897518703
